"","id","type","condition","condition_contr_table","preferred_contribution","avg_group_contr"
"613","163","CondCoop","RAND","cond4",30,30
"614","68","CondCoop","STRAT","cond4",15,30
"615","10","CondCoop","STRAT","cond4",30,30
"616","63","Others","STRAT","cond4",20,30
"617","160","Freerider","RAND","cond4",0,30
"618","97","CondCoop","PREF","cond4",15,30
"619","114","Others","PREF","cond4",30,30
"620","176","Others","RAND","cond4",40,30
"621","9","UncondCoop","STRAT","cond4",100,30
"622","50","CondCoop","STRAT","cond4",40,30
"623","111","Others","PREF","cond4",150,30
"624","91","Freerider","PREF","cond4",0,30
"625","67","Freerider","STRAT","cond4",0,30
"626","151","Others","RAND","cond4",200,30
"627","58","Others","STRAT","cond4",40,30
"628","22","Others","STRAT","cond4",13,30
"629","158","Freerider","RAND","cond4",0,30
"630","85","Others","PREF","cond4",20,30
"631","148","CondCoop","RAND","cond4",30,30
"632","6","Freerider","STRAT","cond4",10,30
"633","183","CondCoop","RAND","cond4",1,30
"634","121","Freerider","PREF","cond4",0,30
"635","104","Freerider","PREF","cond4",0,30
"636","181","Freerider","RAND","cond4",0,30
"637","100","Freerider","PREF","cond4",10,30
"638","108","Freerider","PREF","cond4",0,30
"639","80","Freerider","PREF","cond4",0,30
"640","30","UncondCoop","STRAT","cond4",20,30
"641","60","Freerider","STRAT","cond4",0,30
"642","88","UncondCoop","PREF","cond4",200,30
"643","15","CondCoop","STRAT","cond4",0,30
"644","107","Others","PREF","cond4",10,30
"645","79","Others","PREF","cond4",50,30
"646","39","CondCoop","STRAT","cond4",5,30
"647","119","Freerider","PREF","cond4",0,30
"648","47","Freerider","STRAT","cond4",0,30
"649","120","Freerider","PREF","cond4",0,30
"650","122","Freerider","PREF","cond4",0,30
"651","150","CondCoop","RAND","cond4",140,30
"652","168","CondCoop","RAND","cond4",30,30
"653","55","Freerider","STRAT","cond4",0,30
"654","112","Freerider","PREF","cond4",0,30
"655","182","CondCoop","RAND","cond4",30,30
"656","65","Others","STRAT","cond4",10,30
"657","24","CondCoop","STRAT","cond4",10,30
"658","134","Others","PREF","cond4",0,30
"659","144","Freerider","PREF","cond4",0,30
"660","143","Others","PREF","cond4",15,30
"661","25","Others","STRAT","cond4",30,30
"662","153","CondCoop","RAND","cond4",0,30
"663","165","Freerider","RAND","cond4",0,30
"664","129","Freerider","PREF","cond4",0,30
"665","161","CondCoop","RAND","cond4",0,30
"666","113","Others","PREF","cond4",80,30
"667","146","Others","RAND","cond4",30,30
"668","89","Freerider","PREF","cond4",0,30
"669","20","CondCoop","STRAT","cond4",0,30
"670","43","CondCoop","STRAT","cond4",0,30
"671","175","Others","RAND","cond4",110,30
"672","167","Others","RAND","cond4",80,30
"673","166","CondCoop","RAND","cond4",60,30
"674","184","Freerider","RAND","cond4",0,30
"675","95","Others","PREF","cond4",10,30
"676","14","Freerider","STRAT","cond4",0,30
"677","164","Others","RAND","cond4",15,30
"678","54","Others","STRAT","cond4",0,30
"679","186","CondCoop","RAND","cond4",0,30
"680","18","Freerider","STRAT","cond4",0,30
"681","84","Freerider","PREF","cond4",0,30
"682","101","Others","PREF","cond4",30,30
"683","36","Freerider","STRAT","cond4",0,30
"684","98","Freerider","PREF","cond4",0,30
"685","86","CondCoop","PREF","cond4",30,30
"686","82","CondCoop","PREF","cond4",30,30
"687","78","CondCoop","PREF","cond4",20,30
"688","155","CondCoop","RAND","cond4",0,30
"689","190","CondCoop","RAND","cond4",15,30
"690","74","CondCoop","PREF","cond4",10,30
"691","90","CondCoop","PREF","cond4",20,30
"692","140","CondCoop","PREF","cond4",15,30
"693","102","CondCoop","PREF","cond4",30,30
"694","189","CondCoop","RAND","cond4",29,30
"695","93","CondCoop","PREF","cond4",35,30
"696","75","CondCoop","PREF","cond4",20,30
"697","81","CondCoop","PREF","cond4",0,30
"698","73","CondCoop","PREF","cond4",0,30
"699","191","CondCoop","RAND","cond4",30,30
"700","123","CondCoop","PREF","cond4",10,30
"701","77","CondCoop","PREF","cond4",30,30
"702","139","CondCoop","PREF","cond4",30,30
"703","109","CondCoop","PREF","cond4",40,30
"704","28","CondCoop","STRAT","cond4",10,30
"705","118","CondCoop","PREF","cond4",8,30
"706","131","CondCoop","PREF","cond4",15,30
"707","96","CondCoop","PREF","cond4",0,30
"708","110","CondCoop","PREF","cond4",130,30
"709","130","CondCoop","PREF","cond4",20,30
"710","188","CondCoop","RAND","cond4",10,30
"711","127","CondCoop","PREF","cond4",10,30
"712","99","CondCoop","PREF","cond4",0,30
"713","192","CondCoop","RAND","cond4",30,30
"714","154","CondCoop","RAND","cond4",0,30
"715","128","CondCoop","PREF","cond4",30,30
"716","27","CondCoop","STRAT","cond4",10,30
"717","136","CondCoop","PREF","cond4",100,30
"718","126","CondCoop","PREF","cond4",0,30
"719","46","CondCoop","STRAT","cond4",0,30
"720","156","CondCoop","RAND","cond4",80,30
"721","135","CondCoop","PREF","cond4",15,30
"722","132","CondCoop","PREF","cond4",0,30
"723","83","CondCoop","PREF","cond4",10,30
"724","115","CondCoop","PREF","cond4",30,30
"725","133","CondCoop","PREF","cond4",0,30
"726","187","CondCoop","RAND","cond4",5,30
"727","59","CondCoop","STRAT","cond4",30,30
"728","141","Freerider","PREF","cond4",0,30
"729","4","CondCoop","STRAT","cond4",30,30
"730","117","Freerider","PREF","cond4",0,30
"731","13","Others","STRAT","cond4",40,30
"732","72","Others","STRAT","cond4",15,30
"733","179","Freerider","RAND","cond4",0,30
"734","170","UncondCoop","RAND","cond4",200,30
"735","103","Freerider","PREF","cond4",0,30
"736","48","CondCoop","STRAT","cond4",10,30
"737","1","CondCoop","STRAT","cond4",15,30
"738","52","CondCoop","STRAT","cond4",50,30
"739","66","CondCoop","STRAT","cond4",30,30
"740","124","Freerider","PREF","cond4",0,30
"741","16","Others","STRAT","cond4",10,30
"742","71","Freerider","STRAT","cond4",0,30
"743","92","Freerider","PREF","cond4",0,30
"744","33","Others","STRAT","cond4",0,30
"745","3","CondCoop","STRAT","cond4",15,30
"746","178","Freerider","RAND","cond4",15,30
"747","69","Freerider","STRAT","cond4",0,30
"748","169","Others","RAND","cond4",200,30
"749","94","Freerider","PREF","cond4",0,30
"750","19","Others","STRAT","cond4",70,30
"751","26","CondCoop","STRAT","cond4",45,30
"752","106","Freerider","PREF","cond4",0,30
"753","180","CondCoop","RAND","cond4",10,30
"754","137","Freerider","PREF","cond4",0,30
"755","76","Freerider","PREF","cond4",0,30
"756","171","Freerider","RAND","cond4",0,30
"757","51","CondCoop","STRAT","cond4",10,30
"758","32","CondCoop","STRAT","cond4",20,30
"759","5","CondCoop","STRAT","cond4",0,30
"760","34","CondCoop","STRAT","cond4",10,30
"761","7","Freerider","STRAT","cond4",0,30
"762","29","CondCoop","STRAT","cond4",50,30
"763","64","CondCoop","STRAT","cond4",18,30
"764","53","CondCoop","STRAT","cond4",40,30
"765","49","CondCoop","STRAT","cond4",30,30
"766","61","CondCoop","STRAT","cond4",0,30
"767","17","CondCoop","STRAT","cond4",0,30
"768","62","CondCoop","STRAT","cond4",40,30
"769","173","CondCoop","RAND","cond5",40,40
"770","172","CondCoop","RAND","cond5",40,40
"771","159","Others","RAND","cond5",20,40
"772","42","CondCoop","STRAT","cond5",0,40
"773","70","CondCoop","STRAT","cond5",50,40
"774","41","Freerider","STRAT","cond5",0,40
"775","21","CondCoop","STRAT","cond5",50,40
"776","56","Others","STRAT","cond5",40,40
"777","125","Freerider","PREF","cond5",4,40
"778","12","Freerider","STRAT","cond5",0,40
"779","2","UncondCoop","STRAT","cond5",200,40
"780","11","CondCoop","STRAT","cond5",0,40
"781","174","Freerider","RAND","cond5",0,40
"782","23","CondCoop","STRAT","cond5",19,40
"783","116","CondCoop","PREF","cond5",60,40
"784","138","Freerider","PREF","cond5",0,40
"785","157","Freerider","RAND","cond5",0,40
"786","38","Others","STRAT","cond5",27,40
"787","44","CondCoop","STRAT","cond5",5,40
"788","142","Others","PREF","cond5",70,40
"789","8","CondCoop","STRAT","cond5",40,40
"790","87","Freerider","PREF","cond5",0,40
"791","57","CondCoop","STRAT","cond5",0,40
"792","31","Freerider","STRAT","cond5",10,40
"793","149","Freerider","RAND","cond5",0,40
"794","152","CondCoop","RAND","cond5",0,40
"795","177","Freerider","RAND","cond5",0,40
"796","162","Others","RAND","cond5",40,40
"797","37","Freerider","STRAT","cond5",0,40
"798","145","Freerider","RAND","cond5",10,40
"799","45","CondCoop","STRAT","cond5",40,40
"800","147","CondCoop","RAND","cond5",0,40
"801","35","Freerider","STRAT","cond5",0,40
"802","105","Others","PREF","cond5",160,40
"803","185","CondCoop","RAND","cond5",50,40
"804","40","Freerider","STRAT","cond5",0,40
"805","163","CondCoop","RAND","cond5",40,40
"806","68","CondCoop","STRAT","cond5",20,40
"807","10","CondCoop","STRAT","cond5",40,40
"808","63","Others","STRAT","cond5",20,40
"809","160","Freerider","RAND","cond5",0,40
"810","97","CondCoop","PREF","cond5",20,40
"811","114","Others","PREF","cond5",40,40
"812","176","Others","RAND","cond5",50,40
"813","9","UncondCoop","STRAT","cond5",100,40
"814","50","CondCoop","STRAT","cond5",50,40
"815","111","Others","PREF","cond5",150,40
"816","91","Freerider","PREF","cond5",0,40
"817","67","Freerider","STRAT","cond5",0,40
"818","151","Others","RAND","cond5",200,40
"819","58","Others","STRAT","cond5",40,40
"820","22","Others","STRAT","cond5",85,40
"821","158","Freerider","RAND","cond5",0,40
"822","85","Others","PREF","cond5",30,40
"823","148","CondCoop","RAND","cond5",40,40
"824","6","Freerider","STRAT","cond5",10,40
"825","183","CondCoop","RAND","cond5",1,40
"826","121","Freerider","PREF","cond5",0,40
"827","104","Freerider","PREF","cond5",0,40
"828","181","Freerider","RAND","cond5",0,40
"829","100","Freerider","PREF","cond5",10,40
"830","108","Freerider","PREF","cond5",0,40
"831","80","Freerider","PREF","cond5",0,40
"832","30","UncondCoop","STRAT","cond5",20,40
"833","60","Freerider","STRAT","cond5",0,40
"834","88","UncondCoop","PREF","cond5",200,40
"835","15","CondCoop","STRAT","cond5",0,40
"836","107","Others","PREF","cond5",20,40
"837","79","Others","PREF","cond5",80,40
"838","39","CondCoop","STRAT","cond5",10,40
"839","119","Freerider","PREF","cond5",0,40
"840","47","Freerider","STRAT","cond5",0,40
"841","120","Freerider","PREF","cond5",0,40
"842","122","Freerider","PREF","cond5",0,40
"843","150","CondCoop","RAND","cond5",160,40
"844","168","CondCoop","RAND","cond5",40,40
"845","55","Freerider","STRAT","cond5",0,40
"846","112","Freerider","PREF","cond5",0,40
"847","182","CondCoop","RAND","cond5",40,40
"848","65","Others","STRAT","cond5",20,40
"849","24","CondCoop","STRAT","cond5",10,40
"850","134","Others","PREF","cond5",0,40
"851","144","Freerider","PREF","cond5",0,40
"852","143","Others","PREF","cond5",20,40
"853","25","Others","STRAT","cond5",40,40
"854","153","CondCoop","RAND","cond5",10,40
"855","165","Freerider","RAND","cond5",0,40
"856","129","Freerider","PREF","cond5",0,40
"857","161","CondCoop","RAND","cond5",0,40
"858","113","Others","PREF","cond5",80,40
"859","146","Others","RAND","cond5",50,40
"860","89","Freerider","PREF","cond5",0,40
"861","20","CondCoop","STRAT","cond5",0,40
"862","43","CondCoop","STRAT","cond5",0,40
"863","175","Others","RAND","cond5",100,40
"864","167","Others","RAND","cond5",60,40
"865","166","CondCoop","RAND","cond5",100,40
"866","184","Freerider","RAND","cond5",0,40
"867","95","Others","PREF","cond5",20,40
"868","14","Freerider","STRAT","cond5",0,40
"869","164","Others","RAND","cond5",20,40
"870","54","Others","STRAT","cond5",0,40
"871","186","CondCoop","RAND","cond5",0,40
"872","18","Freerider","STRAT","cond5",10,40
"873","84","Freerider","PREF","cond5",0,40
"874","101","Others","PREF","cond5",40,40
"875","36","Freerider","STRAT","cond5",0,40
"876","98","Freerider","PREF","cond5",0,40
"877","86","CondCoop","PREF","cond5",40,40
"878","82","CondCoop","PREF","cond5",40,40
"879","78","CondCoop","PREF","cond5",30,40
"880","155","CondCoop","RAND","cond5",0,40
"881","190","CondCoop","RAND","cond5",15,40
"882","74","CondCoop","PREF","cond5",10,40
"883","90","CondCoop","PREF","cond5",30,40
"884","140","CondCoop","PREF","cond5",20,40
"885","102","CondCoop","PREF","cond5",45,40
"886","189","CondCoop","RAND","cond5",39,40
"887","93","CondCoop","PREF","cond5",50,40
"888","75","CondCoop","PREF","cond5",20,40
"889","81","CondCoop","PREF","cond5",0,40
"890","73","CondCoop","PREF","cond5",0,40
"891","191","CondCoop","RAND","cond5",40,40
"892","123","CondCoop","PREF","cond5",10,40
"893","77","CondCoop","PREF","cond5",40,40
"894","139","CondCoop","PREF","cond5",40,40
"895","109","CondCoop","PREF","cond5",60,40
"896","28","CondCoop","STRAT","cond5",15,40
"897","118","CondCoop","PREF","cond5",10,40
"898","131","CondCoop","PREF","cond5",20,40
"899","96","CondCoop","PREF","cond5",0,40
"900","110","CondCoop","PREF","cond5",140,40
"901","130","CondCoop","PREF","cond5",20,40
"902","188","CondCoop","RAND","cond5",10,40
"903","127","CondCoop","PREF","cond5",10,40
"904","99","CondCoop","PREF","cond5",40,40
"905","192","CondCoop","RAND","cond5",40,40
"906","154","CondCoop","RAND","cond5",0,40
"907","128","CondCoop","PREF","cond5",40,40
"908","27","CondCoop","STRAT","cond5",5,40
"909","136","CondCoop","PREF","cond5",100,40
"910","126","CondCoop","PREF","cond5",0,40
"911","46","CondCoop","STRAT","cond5",0,40
"912","156","CondCoop","RAND","cond5",90,40
"913","135","CondCoop","PREF","cond5",20,40
"914","132","CondCoop","PREF","cond5",0,40
"915","83","CondCoop","PREF","cond5",10,40
"916","115","CondCoop","PREF","cond5",50,40
"917","133","CondCoop","PREF","cond5",0,40
"918","187","CondCoop","RAND","cond5",20,40
"919","59","CondCoop","STRAT","cond5",40,40
"920","141","Freerider","PREF","cond5",0,40
"921","4","CondCoop","STRAT","cond5",40,40
"922","117","Freerider","PREF","cond5",0,40
"923","13","Others","STRAT","cond5",50,40
"924","72","Others","STRAT","cond5",20,40
"925","179","Freerider","RAND","cond5",0,40
"926","170","UncondCoop","RAND","cond5",200,40
"927","103","Freerider","PREF","cond5",0,40
"928","48","CondCoop","STRAT","cond5",20,40
"929","1","CondCoop","STRAT","cond5",20,40
"930","52","CondCoop","STRAT","cond5",50,40
"931","66","CondCoop","STRAT","cond5",40,40
"932","124","Freerider","PREF","cond5",0,40
"933","16","Others","STRAT","cond5",10,40
"934","71","Freerider","STRAT","cond5",0,40
"935","92","Freerider","PREF","cond5",0,40
"936","33","Others","STRAT","cond5",0,40
"937","3","CondCoop","STRAT","cond5",20,40
"938","178","Freerider","RAND","cond5",20,40
"939","69","Freerider","STRAT","cond5",0,40
"940","169","Others","RAND","cond5",100,40
"941","94","Freerider","PREF","cond5",0,40
"942","19","Others","STRAT","cond5",60,40
"943","26","CondCoop","STRAT","cond5",60,40
"944","106","Freerider","PREF","cond5",0,40
"945","180","CondCoop","RAND","cond5",60,40
"946","137","Freerider","PREF","cond5",0,40
"947","76","Freerider","PREF","cond5",0,40
"948","171","Freerider","RAND","cond5",0,40
"949","51","CondCoop","STRAT","cond5",20,40
"950","32","CondCoop","STRAT","cond5",30,40
"951","5","CondCoop","STRAT","cond5",0,40
"952","34","CondCoop","STRAT","cond5",10,40
"953","7","Freerider","STRAT","cond5",0,40
"954","29","CondCoop","STRAT","cond5",50,40
"955","64","CondCoop","STRAT","cond5",24,40
"956","53","CondCoop","STRAT","cond5",50,40
"957","49","CondCoop","STRAT","cond5",40,40
"958","61","CondCoop","STRAT","cond5",0,40
"959","17","CondCoop","STRAT","cond5",0,40
"960","62","CondCoop","STRAT","cond5",5,40
"961","173","CondCoop","RAND","cond6",50,50
"962","172","CondCoop","RAND","cond6",50,50
"963","159","Others","RAND","cond6",20,50
"964","42","CondCoop","STRAT","cond6",0,50
"965","70","CondCoop","STRAT","cond6",60,50
"966","41","Freerider","STRAT","cond6",0,50
"967","21","CondCoop","STRAT","cond6",50,50
"968","56","Others","STRAT","cond6",10,50
"969","125","Freerider","PREF","cond6",5,50
"970","12","Freerider","STRAT","cond6",0,50
"971","2","UncondCoop","STRAT","cond6",200,50
"972","11","CondCoop","STRAT","cond6",100,50
"973","174","Freerider","RAND","cond6",0,50
"974","23","CondCoop","STRAT","cond6",25,50
"975","116","CondCoop","PREF","cond6",80,50
"976","138","Freerider","PREF","cond6",0,50
"977","157","Freerider","RAND","cond6",0,50
"978","38","Others","STRAT","cond6",25,50
"979","44","CondCoop","STRAT","cond6",5,50
"980","142","Others","PREF","cond6",100,50
"981","8","CondCoop","STRAT","cond6",50,50
"982","87","Freerider","PREF","cond6",0,50
"983","57","CondCoop","STRAT","cond6",0,50
"984","31","Freerider","STRAT","cond6",10,50
"985","149","Freerider","RAND","cond6",0,50
"986","152","CondCoop","RAND","cond6",0,50
"987","177","Freerider","RAND","cond6",0,50
"988","162","Others","RAND","cond6",50,50
"989","37","Freerider","STRAT","cond6",0,50
"990","145","Freerider","RAND","cond6",10,50
"991","45","CondCoop","STRAT","cond6",50,50
"992","147","CondCoop","RAND","cond6",0,50
"993","35","Freerider","STRAT","cond6",0,50
"994","105","Others","PREF","cond6",150,50
"995","185","CondCoop","RAND","cond6",80,50
"996","40","Freerider","STRAT","cond6",0,50
"997","163","CondCoop","RAND","cond6",50,50
"998","68","CondCoop","STRAT","cond6",25,50
"999","10","CondCoop","STRAT","cond6",50,50
"1000","63","Others","STRAT","cond6",20,50
"1001","160","Freerider","RAND","cond6",0,50
"1002","97","CondCoop","PREF","cond6",25,50
"1003","114","Others","PREF","cond6",40,50
"1004","176","Others","RAND","cond6",60,50
"1005","9","UncondCoop","STRAT","cond6",100,50
"1006","50","CondCoop","STRAT","cond6",60,50
"1007","111","Others","PREF","cond6",150,50
"1008","91","Freerider","PREF","cond6",0,50
"1009","67","Freerider","STRAT","cond6",0,50
"1010","151","Others","RAND","cond6",200,50
"1011","58","Others","STRAT","cond6",40,50
"1012","22","Others","STRAT","cond6",50,50
"1013","158","Freerider","RAND","cond6",0,50
"1014","85","Others","PREF","cond6",35,50
"1015","148","CondCoop","RAND","cond6",50,50
"1016","6","Freerider","STRAT","cond6",10,50
"1017","183","CondCoop","RAND","cond6",1,50
"1018","121","Freerider","PREF","cond6",0,50
"1019","104","Freerider","PREF","cond6",0,50
"1020","181","Freerider","RAND","cond6",0,50
"1021","100","Freerider","PREF","cond6",20,50
"1022","108","Freerider","PREF","cond6",0,50
"1023","80","Freerider","PREF","cond6",0,50
"1024","30","UncondCoop","STRAT","cond6",20,50
"1025","60","Freerider","STRAT","cond6",50,50
"1026","88","UncondCoop","PREF","cond6",200,50
"1027","15","CondCoop","STRAT","cond6",20,50
"1028","107","Others","PREF","cond6",20,50
"1029","79","Others","PREF","cond6",100,50
"1030","39","CondCoop","STRAT","cond6",15,50
"1031","119","Freerider","PREF","cond6",0,50
"1032","47","Freerider","STRAT","cond6",0,50
"1033","120","Freerider","PREF","cond6",0,50
"1034","122","Freerider","PREF","cond6",0,50
"1035","150","CondCoop","RAND","cond6",160,50
"1036","168","CondCoop","RAND","cond6",50,50
"1037","55","Freerider","STRAT","cond6",0,50
"1038","112","Freerider","PREF","cond6",30,50
"1039","182","CondCoop","RAND","cond6",50,50
"1040","65","Others","STRAT","cond6",50,50
"1041","24","CondCoop","STRAT","cond6",20,50
"1042","134","Others","PREF","cond6",0,50
"1043","144","Freerider","PREF","cond6",0,50
